Year,Month,CPC,HS Code,HS Description,Destination,Quantity,Unit,Gross Wt. (Kg),Net.Wt. (Kg),FOB Value (ETB),FOB Value (USD)
2016,03,1071 100,06031100,--Roses,Seychelles,,,68.00,59.84,"4,964.45",227.40
2016,03,1000 100,06031100,--Roses,Djibouti,,,64.00,56.32,"4,713.29",215.89
2016,03,1000 100,07032000,"Garlic, fresh or chilled",Somalia,,,300.00,288.00,"4,651.80",213.08
2016,03,1000 100,07019000,"Other potatoes, fresh or chilled",Somalia,,,550.00,500.00,"4,534.52",207.70
2016,03,1000 100,09109900,"Other spices, nes",Italy,,,33.02,21.00,"4,532.80",207.62
2016,03,1000 100,07142000,"Sweet potatoes, fresh or dried, chilled or frozen",Djibouti,,,"1,145.00","1,114.00","4,467.71",204.64
2016,03,1000 100,11031100,Groats andmeal of wheat,United States,,,181.81,180.00,"4,430.18",202.92
2016,03,1000 100,84138190,---Other Liquid pumps,Germany,1,UN,6.87,6.87,"4,351.55",199.32
2016,03,1000 100,20098090,Other concentrate of any other single fruite vegetable,Egypt,,,22.00,20.00,"4,296.28",196.79
2016,03,1000 100,71039100,"--RUBIES, SAPPHIRES AND EMERALDS",Belgium,1,KT,60.00,60.00,"4,279.02",196.00
2016,03,1000 100,12040000,Linseed,Djibouti,,,325.00,319.00,"4,116.13",188.54
2016,03,1000 100,07132000,"Dried chickpeas, shelled",Italy,,,75.22,70.00,"4,046.75",185.36
2016,03,1000 100,62011200,"--MEN'S OR BOYS' OVERCOATS, ETC, OF COTTON",Sweden,26,UN,6.00,5.00,"3,915.56",179.35
2016,03,1000 100,11029000,"Other cereal flour, nes",Netherlands,,,50.00,40.00,"3,872.53",177.38
2016,03,1000 100,21032000,Tomato ketchup and other tomato sauces,Nigeria,,,"3,345.00","2,666.00","3,826.88",175.29
2016,03,1071 100,06031100,--Roses,Congo,,,52.00,45.76,"3,794.23",173.79
2016,03,1071 100,06031100,--Roses,Switzerland,,,50.00,44.00,"3,632.77",166.40
2016,03,1000 100,09109900,"Other spices, nes",Switzerland,,,33.00,15.00,"3,516.52",161.07
2016,03,1071 100,12093000,"Seeds of herbaceous plants, of a kind used for sowing",United States,,,9.00,8.00,"3,514.85",161.00
2016,03,1000 100,07020000,Tomatoes fresh or chilled,Somalia,,,550.00,450.00,"3,494.64",160.07
2016,03,3052 505,61102000,"-JERSEYS, PULLOVERS, ETC, OF COTTON, KNITTED OR CROCHETED",United States,120,UN,58.50,52.50,"3,494.64",160.07
2016,03,1071 100,12093000,"Seeds of herbaceous plants, of a kind used for sowing",Germany,,,56.00,42.00,"3,482.41",159.51
2016,03,1000 100,11029000,"Other cereal flour, nes",Switzerland,,,40.00,20.00,"3,362.84",154.03
2016,03,1000 100,11071000,Malt not roasted,Germany,,,52.00,50.00,"3,315.10",151.85
2016,03,1000 100,11062000,"Flour, meal and powder of sago or of roots or tubers of 0714",Germany,,,52.00,50.00,"3,315.10",151.85
2016,03,1000 100,19059020,---Fresh Injera,Djibouti,,,171.88,156.25,"3,222.21",147.59
2016,03,1000 100,64029100,-- COVERING THE ANKLE,United Kingdom,48,2UN,13.50,12.00,"3,142.77",143.95
2016,03,1000 100,07129090,---Other vegetables,Malta,,,4.80,4.08,"3,076.31",140.91
2016,03,1000 100,73239400,"Table, kitchen or household articles... of iron or steel, enamelled",United States,95,UN,20.00,20.00,"2,933.97",134.39
2016,03,1000 100,09041200,"Pepper, crushed or ground",Angola,,,50.00,30.00,"2,692.85",123.35
2016,03,1000 100,11061000,"Flour, meal and powder of the dried leguminous vegetables of 0713",Angola,,,40.00,20.00,"2,692.85",123.35
2016,03,1000 100,19059090,"--- OTHER BREAD ,RICE PAPER ,CAKES ,ETC ,NES",Australia,,,26.50,25.00,"2,692.85",123.35
2016,03,1000 100,11042200,"Other worked grains of oats, nes",United States,,,60.00,30.00,"2,590.72",118.67
2016,03,1000 100,07039000,"Leeks and other alliaceous vegetables, nes",Somalia,,,600.00,600.00,"2,582.68",118.30
2016,03,1000 100,11029000,"Other cereal flour, nes",Australia,,,123.00,120.00,"2,574.98",117.95
2016,03,1000 100,07051100,"Cabbage lettuce, fresh or chilled",Somalia,,,960.00,800.00,"2,487.89",113.96
2016,03,1000 100,09012100,"Roasted coffee, not decaffeinated",Finland,,,30.00,15.00,"2,446.87",112.08
2016,03,1071 100,06031900,--Other cut flowers,Cameroon,,,33.34,29.34,"2,436.53",111.61
2016,03,1000 100,09021000,"Green tea,whether or not flavoured, in immediate packings",United States,,,35.00,20.00,"2,429.55",111.29
2016,03,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,Malaysia,"10,000",UN,26.00,13.00,"2,417.53",110.73
2016,03,1000 100,08054000,"Grapefruit, fresh or dried",Djibouti,,,80.00,65.00,"2,417.17",110.72
2016,03,1000 100,94036000,-other wooden furniture,France,8,UN,150.00,130.00,"2,362.95",108.23
2016,03,1000 100,69119000,-Other,Sweden,,,12.00,10.00,"2,237.46",102.49
2016,03,1000 100,11010000,Wheat or meslin flour,Australia,,,26.50,25.00,"2,154.28",98.68
2016,03,1000 100,09109100,Spice mixtures,Australia,,,12.00,10.00,"2,145.82",98.29
2016,03,1000 100,83016000,.Parts of padlocks and locks of base metals,Djibouti,994,UN,28.80,27.60,"2,141.35",98.08
2016,03,1000 100,90011000,"-Optical fibres, optical fibre bundles and cables (excl. those of 84.55)",Turkey,,,596.00,492.00,"2,043.83",93.62
2016,03,1000 435,07011000,Seed potatoes,Sudan,,,446.00,444.00,"1,997.87",91.51
2016,03,1000 100,04051000,Butter,Netherlands,,,15.00,10.00,"1,938.85",88.81
2016,03,1000 100,09109900,"Other spices, nes",Netherlands,,,21.00,15.00,"1,938.84",88.81
2016,03,1000 100,07108000,"Vegetables, frozen, nes",Congo,,,107.00,78.00,"1,931.23",88.46
2016,03,1071 100,06031100,--Roses,Romania,,,25.00,22.00,"1,828.69",83.76
2016,03,1000 100,09022000,"Green tea,whether or not flavoured, nes",Canada,,,30.00,20.00,"1,828.01",83.73
2016,03,1000 100,09103000,Turmeric (curcuma),Italy,,,26.78,25.00,"1,779.30",81.50
2016,03,1000 100,11010000,Wheat or meslin flour,United States,,,40.00,20.00,"1,727.14",79.11
2016,03,1000 100,33059000,-other,United States,14,LTR,56.36,54.55,"1,721.12",78.84
2016,03,1000 100,12051000,"RAPE OR COLZA SEEDS,...LOW ERUCIC ACID RAPE OR COLZA SEEDS",Djibouti,,,125.00,123.00,"1,587.73",72.73
2016,03,1000 100,07031000,"Onions and shallots, fresh or chilled",Somalia,,,300.00,294.00,"1,580.08",72.38
2016,03,1000 100,06031900,--Other cut flowers,Jordan,,,20.00,17.60,"1,462.95",67.01
2016,03,1000 100,11029000,"Other cereal flour, nes",Italy,,,25.82,24.00,"1,436.68",65.81
2016,03,1000 100,11072000,Roasted malt,Switzerland,,,10.00,5.00,"1,412.58",64.70
2016,03,1000 100,07099900,--OTHER,Somalia,,,100.00,98.00,"1,368.36",62.68
2016,03,1000 100,08044000,"Avocados, fresh or dried",United Arab Emirates,,,33.80,31.55,"1,355.47",62.09
2016,03,1000 100,08109000,"Other fruit, fresh, nes",Somalia,,,160.00,156.00,"1,340.43",61.40
2016,03,1000 100,08044000,"Avocados, fresh or dried",Djibouti,,,65.00,56.00,"1,312.96",60.14
2016,03,1000 100,46021910,---Hand made,Sweden,,,11.00,9.00,"1,183.27",54.20
2016,03,1000 100,11061000,"Flour, meal and powder of the dried leguminous vegetables of 0713",Finland,,,20.00,10.00,"1,165.18",53.37
2016,03,1000 100,11010000,Wheat or meslin flour,Switzerland,,,10.00,5.00,"1,144.78",52.44
2016,03,1000 100,12040000,Linseed,Italy,,,5.87,5.00,"1,073.08",49.15
2016,03,1000 100,73029000,-Other,Sweden,,,17.00,15.00,952.19,43.62
2016,03,1000 100,73262090,"--- ARTICLES OF IRON OR STEEL/WIRE ,NES",Sweden,50,UN,24.00,22.00,914.34,41.88
2016,03,1000 100,11081100,Wheat starch,Switzerland,,,10.00,5.00,889.32,40.74
2016,03,1000 100,09022000,"Green tea,whether or not flavoured, nes",Switzerland,,,10.00,5.00,889.32,40.74
2016,03,1000 100,19041000,Prepared foods obtained by the swelling or roasting of cereals,Australia,,,42.00,40.00,858.32,39.32
2016,03,1000 100,08102000,"Raspberries, blackberries, mulberries and loganberries, fresh",Djibouti,,,25.00,20.00,731.61,33.51
2016,03,1000 100,08129000,"Fruit and nuts, provisionally preserved, not for immediate consumption",Somalia,,,250.00,200.00,690.30,31.62
2016,03,1000 100,08055000,"LEMONS (CITRUS LIMON ,CITRUS LIMONUM)AND LIMES (CITRUS AURANTIFOLIA,CITRUS",Somalia,,,80.00,78.00,670.22,30.70
2016,03,1000 100,04090000,Natural honey,Netherlands,,,10.00,5.00,646.28,29.60
2016,03,1000 100,34012090,---OTHER,United States,7,LTR,7.00,7.00,601.47,27.55
2016,03,1000 100,11072000,Roasted malt,Italy,,,5.80,5.00,544.34,24.93
2016,03,1000 100,07122000,Dried onions,Djibouti,,,50.00,40.00,533.11,24.42
2016,03,1000 100,11042200,"Other worked grains of oats, nes",Italy,,,10.44,10.00,526.62,24.12
2016,03,1000 100,09021000,"Green tea,whether or not flavoured, in immediate packings",Netherlands,,,1.00,0.60,517.02,23.68
2016,03,1000 100,11062000,"Flour, meal and powder of sago or of roots or tubers of 0714",Finland,,,8.00,4.00,466.06,21.35
2016,03,1000 100,12102000,"Hop cones, ground, powdered or in pellets; lupulin",Canada,,,80.00,40.00,450.93,20.65
2016,03,1000 100,07102900,"Leguminous vegetables, shelled or unshelled, frozen, nes",Djibouti,,,10.00,9.00,405.22,18.56
2016,03,1000 100,19059090,"--- OTHER BREAD ,RICE PAPER ,CAKES ,ETC ,NES",Italy,,,8.72,5.00,392.28,17.97
2016,03,1000 100,09109900,"Other spices, nes",Finland,,,6.00,3.00,349.55,16.01
2016,03,1000 100,11029000,"Other cereal flour, nes",Finland,,,6.00,3.00,349.55,16.01
2016,03,1000 100,12129900,"VEGETABLE PRODUCTS USED PRIMARILY FOR HUMAN CONSUMPTION,FRESH/DRIED, NES",United Arab Emirates,,,6.60,4.30,277.11,12.69
2016,03,1000 100,21032000,Tomato ketchup and other tomato sauces,Congo,,,37.00,26.50,107.29,4.91
2016,04,1000 100,12074090,--OTHER,China,,,"25,716,545.90","25,664,950.00","636,406,695.05","29,150,578.98"
2016,04,1000 100,71081300,"--Other Semi-manufacturedforms gold (incl. gold plated with platinum), non-monetary",Switzerland,,,704.00,641.08,"434,077,280.46","19,882,889.58"
2016,04,1071 100,07099900,--OTHER,Somalia,,,"3,462,535.00","3,008,694.00","325,258,946.52","14,898,470.87"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",United States,,,"2,202,735.25","2,174,820.00","286,678,875.31","13,131,312.51"
2016,04,1071 100,06031100,--Roses,Netherlands,,,"3,476,142.00","3,046,133.98","261,807,385.98","11,992,075.10"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Germany,,,"2,573,277.25","2,554,500.00","194,499,645.01","8,909,047.17"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Saudi Arabia,,,"2,703,616.00","2,659,200.00","180,306,873.32","8,258,947.92"
2016,04,1071 100,07099900,--OTHER,Djibouti,,,"731,698.00","696,833.86","113,058,015.24","5,178,617.11"
2016,04,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Germany,,,"1,661,904.00","1,651,200.00","111,120,284.64","5,089,859.45"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED","Korea, Republic of",,,"832,275.90","821,640.00","98,255,266.85","4,500,577.91"
2016,04,1000 100,07132000,"Dried chickpeas, shelled",Pakistan,,,"5,232,584.80","5,222,000.00","95,507,307.72","4,374,707.77"
2016,04,1000 100,02045000,"Fresh, chilled or frozen goat meat",United Arab Emirates,,,"839,161.00","816,357.85","93,223,655.68","4,270,105.20"
2016,04,1071 100,12074090,--OTHER,China,,,"3,426,840.00","3,420,000.00","85,146,768.32","3,900,143.75"
2016,04,1000 100,12074090,--OTHER,Israel,,,"3,312,302.40","3,305,610.00","81,542,400.07","3,735,045.83"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Belgium,,,"876,772.75","867,500.00","75,650,046.85","3,465,146.87"
2016,04,1071 100,01022910,---OX,Somalia,"5,176",UN,"1,696,820.00","1,696,820.00","68,647,020.18","3,144,373.56"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Japan,,,"807,730.50","797,400.00","67,135,569.58","3,075,141.63"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Italy,,,"677,986.00","669,600.00","64,263,587.36","2,943,590.62"
2016,04,1000 100,02045000,"Fresh, chilled or frozen goat meat",Saudi Arabia,,,"510,322.00","500,423.95","57,912,497.99","2,652,679.27"
2016,04,1000 100,12079990,--OTHER,United States,,,"1,906,806.00","1,903,000.00","44,393,987.40","2,033,464.52"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",United Kingdom,,,"360,644.00","356,160.00","40,671,604.02","1,862,960.92"
2016,04,1000 100,12019000,-OTHER,India,,,"4,743,929.00","4,734,500.00","39,508,929.82","1,809,704.69"
2016,04,3052 505,64059000,-Other,United States,"170,809",2UN,"140,331.00","87,061.00","37,805,838.29","1,731,694.66"
2016,04,1000 100,07132000,"Dried chickpeas, shelled",United Arab Emirates,,,"2,120,225.00","2,115,993.00","37,177,180.04","1,702,899.00"
2016,04,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Pakistan,,,"3,342,672.00","3,336,000.00","37,089,728.10","1,698,893.27"
2016,04,3052 505,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,China,,,"141,411.41","139,046.40","33,142,991.14","1,518,113.16"
2016,04,1071 100,06031900,--Other cut flowers,Netherlands,,,"373,830.00","328,364.68","32,774,424.32","1,501,230.98"
2016,04,1000 101,12074090,--OTHER,China,,,"1,523,648.00","1,520,000.00","31,886,074.74","1,460,540.17"
2016,04,1071 100,07019000,"Other potatoes, fresh or chilled",Somalia,,,"4,938,959.00","4,771,255.00","30,117,805.11","1,379,544.66"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",France,,,"415,560.00","411,600.00","28,401,737.45","1,300,940.26"
2016,04,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Belgium,,,"320,580.00","318,900.00","27,798,092.72","1,273,290.34"
2016,04,1000 100,12074090,--OTHER,Yemen,,,"1,170,336.00","1,168,000.00","27,119,622.98","1,242,213.07"
2016,04,1071 100,01022910,---OX,Saudi Arabia,"2,298",UN,"655,660.00","655,660.00","26,269,317.57","1,203,264.87"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Australia,,,"221,465.75","218,700.00","25,153,497.41","1,152,154.78"
2016,04,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Saudi Arabia,,,"475,092.00","468,000.00","24,988,321.29","1,144,588.89"
2016,04,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",India,,,"2,247,417.29","2,241,980.00","23,367,302.17","1,070,338.19"
2016,04,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Spain,,,"206,400.00","206,400.00","22,077,748.97","1,011,270.26"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Jordan,,,"223,412.00","218,400.00","21,512,651.76","985,386.01"
2016,04,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Japan,,,"400,950.00","396,000.00","20,633,757.74","945,128.31"
2016,04,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,China,,,"29,755.20","28,689.10","20,379,595.89","933,486.44"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Sudan,,,"462,302.25","458,040.00","19,012,071.84","870,847.06"
2016,04,1071 100,01061300,--CAMELS & OTHER CAMELIDS (CAMELIDAE),Egypt,"1,342",UN,"671,000.00","671,000.00","18,844,122.44","863,154.15"
2016,04,1071 100,07020000,Tomatoes fresh or chilled,Somalia,,,"2,841,433.00","2,369,601.00","18,536,683.73","849,071.93"
2016,04,1000 100,12074090,--OTHER,Saudi Arabia,,,"685,401.50","684,025.00","17,094,098.05","782,994.36"
2016,04,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Hong Kong,,,"24,834.20","23,718.30","17,058,705.33","781,373.20"
2016,04,1000 100,26159000,-other,China,,,"23,962.33","23,317.83","16,072,760.90","736,212.06"
2016,04,1071 100,01022910,---OX,Djibouti,"1,205",UN,"389,539.99","385,539.99","16,054,993.50","735,398.23"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Sweden,,,"186,428.00","185,280.00","16,032,339.31","734,360.55"
2016,04,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,Netherlands,"37,669,388",UN,"48,701.00","41,599.50","15,817,397.82","724,515.17"
2016,04,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Kenya,,,"1,939,051.00","1,937,800.00","15,753,477.70","721,587.31"
2016,04,1000 101,26159000,-other,China,,,"20,660.50","20,064.00","15,038,689.15","688,846.45"
2016,04,1071 100,06031100,--Roses,Saudi Arabia,,,"202,421.00","178,033.78","14,908,168.21","682,867.95"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Canada,,,"115,500.00","114,000.00","14,790,386.15","677,472.95"
2016,04,1000 100,09103000,Turmeric (curcuma),India,,,"676,591.60","674,810.00","14,302,957.49","655,146.30"
2016,04,1000 100,09041100,Dried pepper (excl. crushed or ground),Sudan,,,"212,816.00","211,920.00","13,739,250.66","629,325.74"
2016,04,3052 505,61089100,"--WOMEN'S OR GIRLS' DRESSING GOWNS..., OF COTTON, KNITTED OR CROCHETED",Germany,"81,858",UN,"40,738.00","37,626.00","13,296,113.39","609,027.85"
2016,04,1000 101,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Saudi Arabia,,,"274,050.00","270,000.00","13,081,131.36","599,180.61"
2016,04,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",United Kingdom,,,"123,120.00","122,400.00","12,740,591.95","583,582.22"
2016,04,1071 100,06031100,--Roses,United Kingdom,,,"169,620.00","149,265.60","12,534,108.13","574,124.24"
2016,04,3052 505,85171200,-- Telephone for cellular networks or for other wireless networks,Nigeria,"36,040",UN,"7,951.58","7,484.46","12,531,002.70","573,981.99"
2016,04,3052 505,61152900,--Other panty hose and tights: of other textile materials,Germany,,,"44,159.92","39,813.60","12,288,270.21","562,863.64"
2016,04,1000 100,12079990,--OTHER,India,,,"517,032.00","516,000.00","12,054,367.26","552,149.73"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Greece,,,"207,177.00","205,800.00","11,391,490.46","521,786.69"
2016,04,1071 100,06031100,--Roses,Norway,,,"149,787.96","132,071.28","11,210,279.99","513,486.35"
2016,04,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",South Africa,,,"865,776.00","864,000.00","10,940,169.14","501,113.94"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",China,,,"89,942.00","88,800.00","10,874,076.72","498,086.58"
2016,04,1000 100,12074090,--OTHER,United Arab Emirates,,,"456,912.00","456,000.00","10,589,692.56","485,060.37"
2016,04,1000 100,19059020,---Fresh Injera,United States,,,"209,573.00","196,707.00","10,507,004.10","481,272.83"
2016,04,1071 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",India,,,"1,082,160.00","1,080,000.00","9,957,446.45","456,100.37"
2016,04,1000 100,12074090,--OTHER,"Taiwan, Province of China",,,"361,722.00","361,000.00","9,918,585.82","454,320.36"
2016,04,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Russian Federation,,,"713,000.00","711,568.00","9,888,919.27","452,961.49"
2016,04,1000 100,71031000,-Unworked or simply sawn or roughly shaped,India,,,380.33,331.21,"9,847,619.31","451,069.74"
2016,04,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Saudi Arabia,,,"741,480.00","740,000.00","9,724,969.76","445,451.79"
2016,04,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Thailand,,,"6,121.00","5,883.00","9,071,691.72","415,528.42"
2016,04,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",France,,,"168,885.00","166,800.00","9,067,676.04","415,344.48"
2016,04,1071 100,01022910,---OX,Egypt,697,UN,"222,400.00","222,400.00","9,035,784.78","413,883.70"
2016,04,1000 100,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,Hong Kong,,,"21,150.32","20,115.54","8,951,899.16","410,041.32"
2016,04,3052 506,42032900,--other,Germany,"78,359",2UN,"6,494.00","6,031.00","8,721,547.06","399,490.06"
2016,04,1000 100,12079990,--OTHER,China,,,"656,310.00","655,000.00","8,698,656.64","398,441.56"
2016,04,1000 100,07139000,"Dried leguminous vegetables, shelled, nes",Malaysia,,,"360,720.00","360,000.00","8,665,755.09","396,934.51"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Netherlands,,,"63,795.50","63,000.00","8,629,397.45","395,269.15"
2016,04,1071 101,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Saudi Arabia,,,"182,700.00","180,000.00","8,579,577.60","392,987.15"
2016,04,1000 100,52052200,"Combed single cotton yarn, with >=85% cotton, nprs, >14mn but <=43mn",Turkey,,,"167,077.00","163,132.31","8,547,794.74","391,531.34"
2016,04,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,Belgium,"4,499,317",UN,"81,009.00","79,778.50","8,377,850.71","383,747.06"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",New Zealand,,,"65,003.00","64,200.00","8,225,228.42","376,756.20"
2016,04,3052 505,42032900,--other,United States,"107,208",2UN,"19,792.00","18,784.05","8,130,768.54","372,429.47"
2016,04,1000 100,07132000,"Dried chickpeas, shelled",Bangladesh,,,"480,960.00","480,000.00","8,036,241.60","368,099.67"
2016,04,1000 100,12074090,--OTHER,Turkey,,,"335,670.00","335,000.00","7,984,184.08","365,715.18"
2016,04,3052 505,64051000,"-FOOTWEAR, NES, WITH LEATHER OR COMPOSITION LEATHER UPPERS",China,"18,402",2UN,"16,538.30","9,853.15","7,673,669.34","351,492.07"
2016,04,1000 100,01022910,---OX,Somalia,585,UN,"187,200.00","187,200.00","7,590,288.42","347,672.81"
2016,04,1000 100,01022910,---OX,Djibouti,565,UN,"191,200.00","191,200.00","7,526,945.04","344,771.37"
2016,04,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",El Salvador,,,"553,104.00","552,000.00","7,474,804.02","342,383.05"
2016,04,1000 100,12074090,--OTHER,Netherlands,,,"229,170.00","228,000.00","6,888,173.02","315,512.44"
2016,04,1000 100,12074090,--OTHER,Jordan,,,"318,636.00","318,000.00","6,756,266.42","309,470.47"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",South Africa,,,"77,808.00","76,800.00","6,743,427.23","308,882.37"
2016,04,1071 100,17031000,Cane molasses resulting from the extraction or refining of sugar,Djibouti,,,"3,001,580.00","3,001,580.00","6,712,212.31","307,452.57"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Russian Federation,,,"57,120.00","56,400.00","6,441,893.23","295,070.62"
2016,04,1000 100,19059020,---Fresh Injera,United Arab Emirates,,,"199,701.00","189,076.00","6,384,489.53","292,441.25"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Spain,,,"73,283.50","72,600.00","6,367,396.31","291,658.29"
2016,04,3052 505,61091000,"-T-SHIRTS, SINGLETS AND OTHER VESTS, OF COTTON, KNITTED OR CROCHETED",United States,"694,727",UN,"49,157.54","40,741.09","6,125,266.83","280,567.56"
2016,04,1071 100,01022910,---OX,Bahrain,468,UN,"149,760.00","149,760.00","6,075,289.98","278,278.37"
2016,04,1000 100,71031000,-Unworked or simply sawn or roughly shaped,Hong Kong,,,468.72,414.83,"5,984,580.15","274,123.41"
2016,04,3052 505,54076900, -- Other,Kenya,"519,324",M,"51,532.00","50,532.00","5,975,953.98","273,728.29"
2016,04,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Finland,,,"57,824.00","57,600.00","5,705,936.11","261,360.14"
2016,04,1000 100,07136000,-PIGEON PEAS (CAJANUS CAJAN),India,,,"264,528.00","264,000.00","5,699,068.36","261,045.56"
2016,04,1000 100,12079990,--OTHER,United Kingdom,,,"225,477.60","225,200.00","5,657,605.98","259,146.38"
2016,04,1000 100,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,China,,,"11,836.00","11,595.14","5,550,391.40","254,235.42"
2016,04,1071 100,06031100,--Roses,United Arab Emirates,,,"72,763.63","64,033.31","5,354,289.39","245,252.98"
2016,04,1071 100,01041000,LIVE SHEEP,Saudi Arabia,"3,794",UN,"94,456.00","94,456.00","5,291,964.83","242,398.20"
2016,04,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED","Korea, Republic of",,,"97,200.00","96,000.00","5,227,290.06","239,435.78"
2016,04,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Belgium,,,"470,944.00","470,000.00","5,140,596.90","235,464.80"
2016,04,1000 100,12074090,--OTHER,Greece,,,"228,684.00","228,000.00","5,075,497.86","232,482.94"
2016,04,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,United Kingdom,,,"9,419.00","9,223.00","5,004,386.55","229,225.69"
2016,04,1071 100,06031900,--Other cut flowers,Japan,,,"51,121.36","44,986.80","4,950,415.36","226,753.54"
2016,04,1000 100,02042100,Fresh or chilled sheep carcasses and half carcasses (excl. lamb),Saudi Arabia,,,"43,277.00","42,535.50","4,943,040.91","226,415.76"
2016,04,1071 100,25232100,"--White cement,whether or not artificially coloured",Kenya,,,"3,000,150.00","3,000,000.00","4,924,053.68","225,546.05"
2016,04,3052 505,64059000,-Other,Kenya,"34,848",2UN,"16,500.00","16,200.00","4,905,979.90","224,718.18"
2016,04,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Yemen,,,"416,030.40","415,200.00","4,889,508.39","223,963.70"
2016,04,1000 100,12074090,--OTHER,Viet Nam,,,"190,380.00","190,000.00","4,802,608.81","219,983.27"
2016,04,1000 100,25232900,--other,Djibouti,,,"2,032,110.00","2,022,000.00","4,683,927.14","214,547.06"
2016,04,1000 100,12074090,--OTHER,Japan,,,"209,426.36","209,000.00","4,673,009.68","214,046.99"
2016,04,1000 100,41139000,-OTHER,China,,,"19,145.80","18,939.40","4,666,099.11","213,730.45"
2016,04,3052 505,62034200,"--MEN'S OR BOYS' TROUSERS, BREECHES, ETC, OF COTTON",United States,"55,908",UN,"17,418.65","16,011.15","4,628,406.33","212,003.94"
2016,04,1000 100,07020000,Tomatoes fresh or chilled,Djibouti,,,"1,184,172.00","982,717.00","4,563,684.05","209,039.34"
2016,04,3052 505,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,Italy,,,"27,791.00","27,380.00","4,502,697.51","206,245.85"
